id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,participant_id,number,question,response
24,2018-03-13 08:27:49.699587,,,,,,f,,question,7,2,multi-confusing,"Yes, I thought I would be able to select / deselect parts between ships.  I read the instructions carefully and think it was because there were no other participants before me.  In any case, thanks for being one of the best requesters on MTURK.  I always enjoy your experiments.  Ever play the Amiga game called Star Control?  One of the best of all time!  This experiment reminded me of it.  Thanks for the HIT!  I did my best and hope the data is useful!"
25,2018-03-13 08:27:49.775374,,,,,,f,,question,7,3,"",""
26,2018-03-13 08:27:49.844509,,,,,,f,,question,7,4,"",""
27,2018-03-13 09:03:59.945088,,,,,,f,,question,8,1,time,15
28,2018-03-13 09:04:00.092717,,,,,,f,,question,8,2,multi-confusing,""
29,2018-03-13 09:04:00.28971,,,,,,f,,question,8,3,"",""
30,2018-03-13 09:04:00.429109,,,,,,f,,question,8,4,"",""
31,2018-03-13 10:40:44.129243,,,,,,f,,question,9,1,time,12
32,2018-03-13 10:40:44.279627,,,,,,f,,question,9,2,multi-confusing,I wasn't sure why parts were failing or not.
33,2018-03-13 10:40:44.409431,,,,,,f,,question,9,3,"",""
34,2018-03-13 10:40:44.543694,,,,,,f,,question,9,4,"",""
35,2018-03-13 10:48:50.288021,,,,,,f,,question,10,1,time,15
36,2018-03-13 10:48:50.443235,,,,,,f,,question,10,2,multi-confusing,"I wasn't sure if i had the option to pick nothing. I did so on one of the trials but I wasn't so sure if this was allowed, so to speak. Thanks!"
37,2018-03-13 10:48:50.582314,,,,,,f,,question,10,3,"",""
38,2018-03-13 10:48:50.729977,,,,,,f,,question,10,4,"",""
39,2018-03-13 11:01:33.023932,,,,,,f,,question,11,1,time,5
40,2018-03-13 11:01:33.103958,,,,,,f,,question,11,2,multi-confusing,no
41,2018-03-13 11:01:33.198724,,,,,,f,,question,11,3,"",""
42,2018-03-13 11:01:33.275788,,,,,,f,,question,11,4,"",""
43,2018-03-13 11:07:53.603338,,,,,,f,,question,12,1,time,5
44,2018-03-13 11:07:53.8672,,,,,,f,,question,12,2,multi-confusing,""
45,2018-03-13 11:07:54.023791,,,,,,f,,question,12,3,"",""
46,2018-03-13 11:07:54.273162,,,,,,f,,question,12,4,"",""
47,2018-03-13 11:30:56.03836,,,,,,f,,question,13,1,time,12
48,2018-03-13 11:30:56.136583,,,,,,f,,question,13,2,multi-confusing,"Yes.  I didn't see the point of the game because in order to figure out which parts would fail and which would succeed the only logical thing to do in my opionion was to use them all in the first flights.  But then, after the first few flights, I couldn't figure out a way to stop using the bad parts.  In addition, I don't think the subsequent games used the same parts as the other games - if they did, the parts were really hard to recognize because I tried and couldn't recognize parts that were used in the previous games.  So I think that prevents participants to develop any type of successful strategy.  Also, I couldn't see any other participant's built at all.  All that made the experiment only somewhat enganging in my opinion, but it was fun and the pay rate is really good as well."
49,2018-03-13 11:30:56.229133,,,,,,f,,question,13,3,"",""
50,2018-03-13 11:30:56.32086,,,,,,f,,question,13,4,"",""
51,2018-03-13 11:34:42.259839,,,,,,f,,question,14,1,time,0
52,2018-03-13 11:34:42.309933,,,,,,f,,question,14,2,multi-confusing,"Not sure why even bother talking about other participants, when I was always the first to go."
53,2018-03-13 11:34:42.36195,,,,,,f,,question,14,3,"",""
54,2018-03-13 11:34:42.461869,,,,,,f,,question,14,4,"",""
55,2018-03-13 11:45:54.691541,,,,,,f,,question,15,1,time,5
56,2018-03-13 11:45:54.873743,,,,,,f,,question,15,2,multi-confusing,no
57,2018-03-13 11:45:54.943431,,,,,,f,,question,15,3,"",""
58,2018-03-13 11:45:55.060784,,,,,,f,,question,15,4,"",""
59,2018-03-13 11:56:30.848116,,,,,,f,,question,16,1,time,7
60,2018-03-13 11:56:31.114284,,,,,,f,,question,16,2,multi-confusing,"Yes, I thought I was going to be able to change the items before each flight, but all I could do was hit the flight button. "
61,2018-03-13 11:56:31.373907,,,,,,f,,question,16,1,time,7
62,2018-03-13 11:56:31.492373,,,,,,f,,question,16,3,"",""
63,2018-03-13 11:56:31.493967,,,,,,f,,question,16,2,multi-confusing,"Yes, I thought I was going to be able to change the items before each flight, but all I could do was hit the flight button. "
64,2018-03-13 11:56:31.819281,,,,,,f,,question,16,3,"",""
65,2018-03-13 11:56:31.99738,,,,,,f,,question,16,4,"",""
66,2018-03-13 11:56:32.391377,,,,,,f,,question,16,4,"",""
67,2018-03-13 12:17:09.361875,,,,,,f,,question,17,1,time,12
68,2018-03-13 12:17:09.429337,,,,,,f,,question,17,2,multi-confusing,The directions were vague and I was always the first one to build the spaceship.  I also could not figure out a strategy that would help me.  It appeared it was just luck on when I would hit the next button. 
69,2018-03-13 12:17:09.492711,,,,,,f,,question,17,3,"",""
70,2018-03-13 12:17:09.565857,,,,,,f,,question,17,4,"",""
71,2018-03-13 12:24:44.671629,,,,,,f,,question,18,1,time,7
72,2018-03-13 12:24:44.746382,,,,,,f,,question,18,2,multi-confusing,The whole thing was confusing.
73,2018-03-13 12:24:44.820305,,,,,,f,,question,18,3,"",""
76,2018-03-13 12:30:05.283461,,,,,,f,,question,19,2,multi-confusing,I didn't see a connection between each of the ships.
74,2018-03-13 12:24:44.926221,,,,,,f,,question,18,4,"",""
75,2018-03-13 12:30:05.199685,,,,,,f,,question,19,1,time,5
77,2018-03-13 12:30:05.355768,,,,,,f,,question,19,3,"",""
78,2018-03-13 12:30:05.42357,,,,,,f,,question,19,4,"",""
79,2018-03-13 13:06:00.411331,,,,,,f,,question,20,1,time,15
80,2018-03-13 13:06:00.81326,,,,,,f,,question,20,2,multi-confusing,no
86,2018-03-13 13:14:27.683619,,,,,,f,,question,21,4,"",""
90,2018-03-13 13:27:17.920789,,,,,,f,,question,22,4,"",""
93,2018-03-13 13:37:12.9204,,,,,,f,,question,23,3,"",""
94,2018-03-13 13:37:13.000731,,,,,,f,,question,23,4,"",""
98,2018-03-13 13:57:38.295254,,,,,,f,,question,24,4,"",""
104,2018-03-13 14:21:32.942128,,,,,,f,,question,26,2,multi-confusing,"It was difficult to dial in a good combination of parts since the failure rate was random, but the task was not confusing."
81,2018-03-13 13:06:01.193148,,,,,,f,,question,20,3,"",""
82,2018-03-13 13:06:01.660852,,,,,,f,,question,20,4,"",""
83,2018-03-13 13:14:27.407435,,,,,,f,,question,21,1,time,10
84,2018-03-13 13:14:27.504717,,,,,,f,,question,21,2,multi-confusing,not really
85,2018-03-13 13:14:27.601312,,,,,,f,,question,21,3,"",""
87,2018-03-13 13:27:17.491831,,,,,,f,,question,22,1,time,10
88,2018-03-13 13:27:17.634718,,,,,,f,,question,22,2,multi-confusing,No 
89,2018-03-13 13:27:17.755852,,,,,,f,,question,22,3,"",""
91,2018-03-13 13:37:12.765211,,,,,,f,,question,23,1,time,7
95,2018-03-13 13:57:37.947642,,,,,,f,,question,24,1,time,10
99,2018-03-13 14:05:03.689086,,,,,,f,,question,25,1,time,5
102,2018-03-13 14:05:06.204914,,,,,,f,,question,25,4,"",""
105,2018-03-13 14:21:33.025832,,,,,,f,,question,26,3,"",""
106,2018-03-13 14:21:33.137783,,,,,,f,,question,26,4,"",""
107,2018-03-13 14:58:40.412003,,,,,,f,,question,27,1,time,15
110,2018-03-13 14:58:40.730519,,,,,,f,,question,27,4,"",""
92,2018-03-13 13:37:12.846824,,,,,,f,,question,23,2,multi-confusing,no
96,2018-03-13 13:57:38.064055,,,,,,f,,question,24,2,multi-confusing,No.  Thanks!
97,2018-03-13 13:57:38.178186,,,,,,f,,question,24,3,"",""
100,2018-03-13 14:05:04.812728,,,,,,f,,question,25,2,multi-confusing,No
101,2018-03-13 14:05:05.52958,,,,,,f,,question,25,3,"",""
103,2018-03-13 14:21:32.848392,,,,,,f,,question,26,1,time,10
108,2018-03-13 14:58:40.49696,,,,,,f,,question,27,2,multi-confusing,the shapes never appeared twice 
109,2018-03-13 14:58:40.632026,,,,,,f,,question,27,3,"",""
111,2018-03-13 16:12:05.228398,,,,,,f,,question,28,1,time,7
112,2018-03-13 16:12:05.310575,,,,,,f,,question,28,2,multi-confusing,"no, it was very clear"
113,2018-03-13 16:12:05.387209,,,,,,f,,question,28,3,"",""
114,2018-03-13 16:12:05.46427,,,,,,f,,question,28,4,"",""
115,2018-03-13 16:40:55.385969,,,,,,f,,question,29,1,time,5
116,2018-03-13 16:40:55.521043,,,,,,f,,question,29,2,multi-confusing,nothing confusing
117,2018-03-13 16:40:55.625225,,,,,,f,,question,29,3,"",""
118,2018-03-13 16:40:55.733937,,,,,,f,,question,29,4,"",""
119,2018-03-13 17:31:09.829192,,,,,,f,,question,30,1,time,12
120,2018-03-13 17:31:09.901821,,,,,,f,,question,30,2,multi-confusing,NO
121,2018-03-13 17:31:09.972483,,,,,,f,,question,30,3,"",""
122,2018-03-13 17:31:10.060385,,,,,,f,,question,30,4,"",""
123,2018-03-13 18:36:00.782144,,,,,,f,,question,32,1,time,12
124,2018-03-13 18:36:01.049913,,,,,,f,,question,32,2,multi-confusing,No.
125,2018-03-13 18:36:01.461461,,,,,,f,,question,32,3,"",""
126,2018-03-13 18:36:01.740663,,,,,,f,,question,32,4,"",""
127,2018-03-13 18:53:32.853614,,,,,,f,,question,33,1,time,10
128,2018-03-13 18:53:32.941218,,,,,,f,,question,33,2,multi-confusing,""
129,2018-03-13 18:53:33.028497,,,,,,f,,question,33,3,"",""
130,2018-03-13 18:53:33.10848,,,,,,f,,question,33,4,"",""
131,2018-03-13 19:05:03.75609,,,,,,f,,question,34,1,time,10
132,2018-03-13 19:05:03.869436,,,,,,f,,question,34,2,multi-confusing,Yeah I couldn't figure out which parts to use I tried to get creative but parts still failed
133,2018-03-13 19:05:04.004473,,,,,,f,,question,34,3,"",""
134,2018-03-13 19:05:04.130273,,,,,,f,,question,34,4,"",""
135,2018-03-13 19:21:50.288726,,,,,,f,,question,36,1,time,12
136,2018-03-13 19:21:50.424282,,,,,,f,,question,36,2,multi-confusing,no
137,2018-03-13 19:21:50.537532,,,,,,f,,question,36,3,"",""
138,2018-03-13 19:21:50.6623,,,,,,f,,question,36,4,"",""
139,2018-03-13 19:35:28.861012,,,,,,f,,question,37,1,time,12
140,2018-03-13 19:35:28.976042,,,,,,f,,question,37,2,multi-confusing,no
141,2018-03-13 19:35:29.102932,,,,,,f,,question,37,3,"",""
142,2018-03-13 19:35:29.235678,,,,,,f,,question,37,4,"",""
143,2018-03-13 19:44:46.6246,,,,,,f,,question,38,1,time,7
144,2018-03-13 19:44:46.723543,,,,,,f,,question,38,2,multi-confusing,The experiment was clear and straightforward.
145,2018-03-13 19:44:46.859232,,,,,,f,,question,38,3,"",""
146,2018-03-13 19:44:46.925675,,,,,,f,,question,38,4,"",""
147,2018-03-13 20:18:35.987479,,,,,,f,,question,39,1,time,5
148,2018-03-13 20:18:36.108498,,,,,,f,,question,39,2,multi-confusing,""
149,2018-03-13 20:18:36.210011,,,,,,f,,question,39,3,"",""
150,2018-03-13 20:18:36.31765,,,,,,f,,question,39,4,"",""
151,2018-03-14 00:51:24.002653,,,,,,f,,question,40,1,time,15
152,2018-03-14 00:51:24.06725,,,,,,f,,question,40,2,multi-confusing,no
153,2018-03-14 00:51:24.12748,,,,,,f,,question,40,3,"",""
154,2018-03-14 00:51:24.21102,,,,,,f,,question,40,4,"",""
155,2018-03-14 01:04:22.246957,,,,,,f,,question,41,1,time,7
156,2018-03-14 01:04:22.381028,,,,,,f,,question,41,2,multi-confusing,a little
157,2018-03-14 01:04:22.45961,,,,,,f,,question,41,3,"",""
158,2018-03-14 01:04:22.566165,,,,,,f,,question,41,4,"",""
159,2018-03-14 01:26:44.545006,,,,,,f,,question,42,1,time,12
160,2018-03-14 01:26:45.042121,,,,,,f,,question,42,2,multi-confusing,no
161,2018-03-14 01:26:45.342362,,,,,,f,,question,42,3,"",""
162,2018-03-14 01:26:45.712145,,,,,,f,,question,42,4,"",""
163,2018-03-14 01:51:58.26531,,,,,,f,,question,43,1,time,15
250,2018-03-14 15:41:47.282901,,,,,,f,,question,68,2,multi-confusing,Nothing confusing 
164,2018-03-14 01:51:58.393317,,,,,,f,,question,43,2,multi-confusing,"It was a bit confusing because I could not find a reason for it. I picked the parts at the beginning of each round, but feel I should have been able to replace the parts that were failing before each test flight. "
165,2018-03-14 01:51:58.51635,,,,,,f,,question,43,3,"",""
166,2018-03-14 01:51:58.670146,,,,,,f,,question,43,4,"",""
167,2018-03-14 02:06:49.632744,,,,,,f,,question,44,1,time,12
168,2018-03-14 02:06:49.7911,,,,,,f,,question,44,2,multi-confusing,"No, thank you "
169,2018-03-14 02:06:49.924164,,,,,,f,,question,44,3,"",""
170,2018-03-14 02:06:50.053397,,,,,,f,,question,44,4,"",""
171,2018-03-14 02:26:29.381366,,,,,,f,,question,45,1,time,12
172,2018-03-14 02:26:29.545365,,,,,,f,,question,45,2,multi-confusing,No
173,2018-03-14 02:26:29.706462,,,,,,f,,question,45,3,"",""
174,2018-03-14 02:26:29.86601,,,,,,f,,question,45,4,"",""
175,2018-03-14 02:39:09.529141,,,,,,f,,question,46,1,time,12
176,2018-03-14 02:39:09.678564,,,,,,f,,question,46,2,multi-confusing,yes
177,2018-03-14 02:39:09.828578,,,,,,f,,question,46,3,"",""
178,2018-03-14 02:39:09.975293,,,,,,f,,question,46,4,"",""
179,2018-03-14 02:57:46.722464,,,,,,f,,question,48,1,time,10
180,2018-03-14 02:57:46.843079,,,,,,f,,question,48,2,multi-confusing,"I was confused by the probabilities overall. I felt like no one part really was more or less prone to failure - they all seemed equally likely to fail, and at a pretty high rate of failure, at that. Through all experiments, I don't think a single part worked all 4 times. So I guess that confused me because it made me feel like I was doing something wrong. I also began to wonder if parts working in conjunction with each other affected overall failure rate, but none of this data was shown, so I felt blind here."
181,2018-03-14 02:57:46.965363,,,,,,f,,question,48,3,"",""
182,2018-03-14 02:57:47.093615,,,,,,f,,question,48,4,"",""
183,2018-03-14 03:20:42.107941,,,,,,f,,question,49,1,time,10
184,2018-03-14 03:20:42.226526,,,,,,f,,question,49,2,multi-confusing,no
185,2018-03-14 03:20:42.351619,,,,,,f,,question,49,3,"",""
186,2018-03-14 03:20:42.484938,,,,,,f,,question,49,4,"",""
187,2018-03-14 03:28:04.092304,,,,,,f,,question,50,1,time,7
188,2018-03-14 03:28:04.265742,,,,,,f,,question,50,2,multi-confusing,""
189,2018-03-14 03:28:04.435205,,,,,,f,,question,50,3,"",""
190,2018-03-14 03:28:04.581367,,,,,,f,,question,50,4,"",""
194,2018-03-14 04:52:43.842677,,,,,,f,,question,52,2,multi-confusing,No
191,2018-03-14 03:28:04.725335,,,,,,f,,question,50,5,"",""
193,2018-03-14 04:52:43.77978,,,,,,f,,question,52,1,time,12
195,2018-03-14 04:52:43.907416,,,,,,f,,question,52,3,"",""
196,2018-03-14 04:52:43.975983,,,,,,f,,question,52,4,"",""
197,2018-03-14 05:23:53.000071,,,,,,f,,question,53,1,time,10
198,2018-03-14 05:23:53.137165,,,,,,f,,question,53,2,multi-confusing,No this task was very straight forward and fun to participate in.
199,2018-03-14 05:23:53.273106,,,,,,f,,question,53,3,"",""
192,2018-03-14 03:28:04.876482,,,,,,f,,question,50,6,"",""
200,2018-03-14 05:23:53.406936,,,,,,f,,question,53,4,"",""
201,2018-03-14 06:30:31.144888,,,,,,f,,question,54,1,time,7
202,2018-03-14 06:30:31.285011,,,,,,f,,question,54,2,multi-confusing,""
203,2018-03-14 06:30:31.421745,,,,,,f,,question,54,3,"",""
204,2018-03-14 06:30:31.556739,,,,,,f,,question,54,4,"",""
205,2018-03-14 07:02:16.749888,,,,,,f,,question,55,1,time,12
206,2018-03-14 07:02:16.805072,,,,,,f,,question,55,2,multi-confusing,Not at all
207,2018-03-14 07:02:16.858699,,,,,,f,,question,55,3,"",""
208,2018-03-14 07:02:16.923098,,,,,,f,,question,55,4,"",""
209,2018-03-14 07:12:53.633492,,,,,,f,,question,56,1,time,10
210,2018-03-14 07:12:54.055837,,,,,,f,,question,56,2,multi-confusing,I don't understand how to choose if the parts fail at random.
211,2018-03-14 07:12:54.272551,,,,,,f,,question,56,3,"",""
212,2018-03-14 07:12:54.344975,,,,,,f,,question,56,4,"",""
213,2018-03-14 10:32:40.471749,,,,,,f,,question,58,1,time,12
214,2018-03-14 10:32:40.601629,,,,,,f,,question,58,2,multi-confusing,No
215,2018-03-14 10:32:40.727036,,,,,,f,,question,58,3,"",""
216,2018-03-14 10:32:40.856284,,,,,,f,,question,58,4,"",""
217,2018-03-14 10:46:40.490591,,,,,,f,,question,59,1,time,5
218,2018-03-14 10:46:40.570006,,,,,,f,,question,59,2,multi-confusing,yes everything
219,2018-03-14 10:46:40.680968,,,,,,f,,question,59,3,"",""
220,2018-03-14 10:46:40.81213,,,,,,f,,question,59,4,"",""
221,2018-03-14 10:58:03.861559,,,,,,f,,question,60,1,time,10
222,2018-03-14 10:58:03.921011,,,,,,f,,question,60,2,multi-confusing,I think it's very strange that I did the task despite how obvious it is that the task is not ready to be published yet.
223,2018-03-14 10:58:03.992953,,,,,,f,,question,60,3,"",""
224,2018-03-14 10:58:04.05919,,,,,,f,,question,60,4,"",""
225,2018-03-14 13:57:57.058793,,,,,,f,,question,61,1,time,7
226,2018-03-14 13:57:57.141753,,,,,,f,,question,61,2,multi-confusing,no
227,2018-03-14 13:57:57.225966,,,,,,f,,question,61,3,"",""
228,2018-03-14 13:57:57.295378,,,,,,f,,question,61,4,"",""
229,2018-03-14 14:10:06.841597,,,,,,f,,question,62,1,time,0
230,2018-03-14 14:10:06.921921,,,,,,f,,question,62,2,multi-confusing,no
231,2018-03-14 14:10:07.002994,,,,,,f,,question,62,3,"",""
232,2018-03-14 14:10:07.083301,,,,,,f,,question,62,4,"",""
233,2018-03-14 14:45:21.273768,,,,,,f,,question,64,1,time,10
234,2018-03-14 14:45:21.387983,,,,,,f,,question,64,2,multi-confusing,no
235,2018-03-14 14:45:21.496364,,,,,,f,,question,64,3,"",""
236,2018-03-14 14:45:21.591091,,,,,,f,,question,64,4,"",""
237,2018-03-14 14:57:34.796122,,,,,,f,,question,65,1,time,10
238,2018-03-14 14:57:34.841759,,,,,,f,,question,65,2,multi-confusing,Not confusing but difficult to identify patterns with small sample size of data
239,2018-03-14 14:57:34.893454,,,,,,f,,question,65,3,"",""
240,2018-03-14 14:57:34.939705,,,,,,f,,question,65,4,"",""
241,2018-03-14 15:22:02.121722,,,,,,f,,question,66,1,time,15
242,2018-03-14 15:22:02.26931,,,,,,f,,question,66,2,multi-confusing,No
243,2018-03-14 15:22:02.374827,,,,,,f,,question,66,3,"",""
244,2018-03-14 15:22:02.500993,,,,,,f,,question,66,4,"",""
245,2018-03-14 15:31:24.886466,,,,,,f,,question,67,1,time,10
246,2018-03-14 15:31:25.022552,,,,,,f,,question,67,2,multi-confusing,no
247,2018-03-14 15:31:25.127296,,,,,,f,,question,67,3,"",""
248,2018-03-14 15:31:25.268268,,,,,,f,,question,67,4,"",""
249,2018-03-14 15:41:47.211699,,,,,,f,,question,68,1,time,10
251,2018-03-14 15:41:47.335892,,,,,,f,,question,68,3,"",""
252,2018-03-14 15:41:47.386565,,,,,,f,,question,68,4,"",""
253,2018-03-14 16:06:56.267866,,,,,,f,,question,70,1,time,7
254,2018-03-14 16:06:56.377479,,,,,,f,,question,70,2,multi-confusing,none
255,2018-03-14 16:06:56.498399,,,,,,f,,question,70,3,"",""
256,2018-03-14 16:06:56.608476,,,,,,f,,question,70,4,"",""
257,2018-03-14 16:16:34.043084,,,,,,f,,question,71,1,time,7
258,2018-03-14 16:16:34.185191,,,,,,f,,question,71,2,multi-confusing,No not really.
259,2018-03-14 16:16:34.315856,,,,,,f,,question,71,3,"",""
260,2018-03-14 16:16:34.452049,,,,,,f,,question,71,4,"",""
261,2018-03-14 16:43:29.050972,,,,,,f,,question,73,1,time,12
262,2018-03-14 16:43:29.187076,,,,,,f,,question,73,2,multi-confusing,no
263,2018-03-14 16:43:29.318924,,,,,,f,,question,73,3,"",""
264,2018-03-14 16:43:29.448115,,,,,,f,,question,73,4,"",""
265,2018-03-14 16:55:24.020775,,,,,,f,,question,74,1,time,12
266,2018-03-14 16:55:24.094274,,,,,,f,,question,74,2,multi-confusing,None.
267,2018-03-14 16:55:24.162892,,,,,,f,,question,74,3,"",""
268,2018-03-14 16:55:24.240112,,,,,,f,,question,74,4,"",""
269,2018-03-14 17:03:11.721355,,,,,,f,,question,75,1,time,7
270,2018-03-14 17:03:11.817816,,,,,,f,,question,75,2,multi-confusing,No
271,2018-03-14 17:03:11.926994,,,,,,f,,question,75,3,"",onlhphabpmijgblopkcjmphbbmeliagn
272,2018-03-14 17:03:12.011585,,,,,,f,,question,75,4,"",""
273,2018-03-14 17:03:12.124207,,,,,,f,,question,75,5,"",""
274,2018-03-14 17:49:51.457806,,,,,,f,,question,76,1,time,10
275,2018-03-14 17:49:51.538441,,,,,,f,,question,76,2,multi-confusing,No.  
276,2018-03-14 17:49:51.62073,,,,,,f,,question,76,3,"",""
277,2018-03-14 17:49:51.705561,,,,,,f,,question,76,4,"",""
278,2018-03-14 18:59:07.504986,,,,,,f,,question,77,1,time,7
279,2018-03-14 18:59:07.583864,,,,,,f,,question,77,2,multi-confusing,no
280,2018-03-14 18:59:07.658599,,,,,,f,,question,77,3,"",""
281,2018-03-14 18:59:07.746582,,,,,,f,,question,77,4,"",""
282,2018-03-14 19:15:13.384016,,,,,,f,,question,79,1,time,12
283,2018-03-14 19:15:13.503073,,,,,,f,,question,79,2,multi-confusing,The parts were so small when they are covered in red it was hard to tell which failed
284,2018-03-14 19:15:13.618085,,,,,,f,,question,79,3,"",""
285,2018-03-14 19:15:13.729356,,,,,,f,,question,79,4,"",""
286,2018-03-14 19:42:26.731596,,,,,,f,,question,80,1,time,10
287,2018-03-14 19:42:26.853846,,,,,,f,,question,80,2,multi-confusing,no
288,2018-03-14 19:42:26.978997,,,,,,f,,question,80,3,"",""
289,2018-03-14 19:42:27.101065,,,,,,f,,question,80,4,"",""
290,2018-03-14 19:59:30.252272,,,,,,f,,question,82,1,time,12
291,2018-03-14 19:59:30.399165,,,,,,f,,question,82,2,multi-confusing,no
292,2018-03-14 19:59:30.514063,,,,,,f,,question,82,3,"",""
293,2018-03-14 19:59:30.642779,,,,,,f,,question,82,4,"",""
320,2018-03-14 23:12:02.939924,,,,,,f,,question,89,3,"",""
294,2018-03-14 20:15:01.550896,,,,,,f,,question,83,1,time,12
295,2018-03-14 20:15:01.693388,,,,,,f,,question,83,2,multi-confusing,It wouldn't let me change my design after I submitted my first one....
312,2018-03-14 22:49:51.192642,,,,,,f,,question,87,3,"",""
296,2018-03-14 20:15:01.827868,,,,,,f,,question,83,3,"",""
297,2018-03-14 20:15:01.978242,,,,,,f,,question,83,4,"",""
298,2018-03-14 21:44:58.205547,,,,,,f,,question,84,1,time,7
299,2018-03-14 21:44:58.312779,,,,,,f,,question,84,2,multi-confusing,No
301,2018-03-14 21:44:58.54797,,,,,,f,,question,84,4,"",""
303,2018-03-14 22:03:28.299997,,,,,,f,,question,85,2,multi-confusing,No.
306,2018-03-14 22:17:43.176463,,,,,,f,,question,86,1,time,12
310,2018-03-14 22:49:50.843293,,,,,,f,,question,87,1,time,12
311,2018-03-14 22:49:51.006976,,,,,,f,,question,87,2,multi-confusing,No
314,2018-03-14 22:57:59.941062,,,,,,f,,question,88,1,time,7
300,2018-03-14 21:44:58.420288,,,,,,f,,question,84,3,"",""
302,2018-03-14 22:03:28.19783,,,,,,f,,question,85,1,time,15
315,2018-03-14 22:58:00.002628,,,,,,f,,question,88,2,multi-confusing,No
319,2018-03-14 23:12:02.877994,,,,,,f,,question,89,2,multi-confusing,NO
304,2018-03-14 22:03:28.403855,,,,,,f,,question,85,3,"",""
316,2018-03-14 22:58:00.0636,,,,,,f,,question,88,3,"",""
305,2018-03-14 22:03:28.516254,,,,,,f,,question,85,4,"",""
308,2018-03-14 22:17:43.315207,,,,,,f,,question,86,3,"",""
309,2018-03-14 22:17:43.384203,,,,,,f,,question,86,4,"",""
307,2018-03-14 22:17:43.243355,,,,,,f,,question,86,2,multi-confusing,no
313,2018-03-14 22:49:51.348085,,,,,,f,,question,87,4,"",""
317,2018-03-14 22:58:00.125965,,,,,,f,,question,88,4,"",""
318,2018-03-14 23:12:02.800317,,,,,,f,,question,89,1,time,5
321,2018-03-14 23:12:03.012757,,,,,,f,,question,89,4,"",""
322,2018-03-14 23:39:45.238651,,,,,,f,,question,90,1,time,7
323,2018-03-14 23:39:45.281482,,,,,,f,,question,90,2,multi-confusing,""
324,2018-03-14 23:39:45.330476,,,,,,f,,question,90,3,"",""
325,2018-03-14 23:39:45.372345,,,,,,f,,question,90,4,"",""
326,2018-03-15 00:47:13.026506,,,,,,f,,question,91,1,time,5
327,2018-03-15 00:47:13.101164,,,,,,f,,question,91,2,multi-confusing,No everything was fine.
328,2018-03-15 00:47:13.176693,,,,,,f,,question,91,3,"",""
329,2018-03-15 00:47:13.263918,,,,,,f,,question,91,4,"",""
330,2018-03-15 00:54:00.369258,,,,,,f,,question,92,1,time,7
331,2018-03-15 00:54:00.43628,,,,,,f,,question,92,2,multi-confusing,Didnt really see the meaning of the parts?
332,2018-03-15 00:54:00.500492,,,,,,f,,question,92,3,"",""
333,2018-03-15 00:54:00.565491,,,,,,f,,question,92,4,"",""
334,2018-03-15 01:11:21.846095,,,,,,f,,question,93,1,time,12
335,2018-03-15 01:11:21.980725,,,,,,f,,question,93,2,multi-confusing,no
336,2018-03-15 01:11:22.132439,,,,,,f,,question,93,3,"",""
337,2018-03-15 01:11:22.311778,,,,,,f,,question,93,4,"",""
338,2018-03-15 01:55:58.818069,,,,,,f,,question,95,1,time,10
339,2018-03-15 01:55:58.896556,,,,,,f,,question,95,2,multi-confusing,"It was a little hard to distinguish what the red highlighted parts were, and they were a little small."
