id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,type,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
7,2018-01-29 02:46:05.046682,,,,,,f,,participant,7,338JKRMM27S5HSP8CM21Y146CO1HA1,7:338JKRMM27S5HSP8CM21Y146CO1HA1,3VDVA3ILID8S0OJ36VMOEG3HVEVG1I,live,2018-01-29 02:55:56.432979,1.8,0,approved
36,2018-01-30 01:41:20.815492,,,,,,f,,participant,36,3CFVK00FWME6GMWVDU0NAOVRYPFL6O,36:3CFVK00FWME6GMWVDU0NAOVRYPFL6O,3ZRKL6Z1E8WSU8IXJE18AHQQLF6SGE,live,2018-01-30 01:50:33.610718,1.8,0,approved
8,2018-01-29 04:02:42.898942,,,,,,f,,participant,8,3G5W44VEU8BXT93J47X87FV120IGKG,8:3G5W44VEU8BXT93J47X87FV120IGKG,3HRWUH63QUVXYY18UM1V7QPV86MN5F,live,2018-01-29 04:10:12.411789,1.8,0,approved
11,2018-01-29 07:01:07.321123,,,,,,f,,participant,11,3TDXMTX3CCN4QLOPSR3AI83ZGIZI6E,11:3TDXMTX3CCN4QLOPSR3AI83ZGIZI6E,3MYASTQBG74D58TTPKBV9W8SQY8DQ1,live,2018-01-29 07:05:51.69304,1.8,0,approved
38,2018-01-30 02:16:34.517568,,,,,,f,,participant,38,3II4UPYCOK0GSSRNFMGXXG4DPHWQDH,38:3II4UPYCOK0GSSRNFMGXXG4DPHWQDH,3ZXV7Q5FJBH69RX6B85QDRMWYXLFC9,live,2018-01-30 02:36:53.67182,1.8,0,approved
12,2018-01-29 10:47:01.449267,,,,,,f,,participant,12,37Z929RLGA1ZMX2XTG5HXK109OITSY,12:37Z929RLGA1ZMX2XTG5HXK109OITSY,3WPCIUYH1A1QXOLL6O5QE1JFA57DTF,live,2018-01-29 10:51:48.890268,1.8,0,approved
39,2018-01-30 03:04:27.415863,,,,,,f,,participant,39,3E7TUJ2EGDFA0TA1YK5BBLEOFHX9DJ,39:3E7TUJ2EGDFA0TA1YK5BBLEOFHX9DJ,31N9JPQXIPB9ERL3VO24WNSLDGCNHX,live,2018-01-30 03:12:28.9756,1.8,0,approved
13,2018-01-29 12:56:09.951815,,,,,,f,,participant,13,30H4UDGLT3BYWAWLS20BG11XTXKMPI,13:30H4UDGLT3BYWAWLS20BG11XTXKMPI,3CMIQF80GNJEKZEEFX3H3QY09CP6Q6,live,2018-01-29 13:02:26.522108,1.8,0,approved
14,2018-01-29 14:32:05.224324,,,,,,f,,participant,14,3NGI5ARFTUY10LAWZGHDW9DUVMRP1F,14:3NGI5ARFTUY10LAWZGHDW9DUVMRP1F,3YOAVL4CA0A9J4BRJ5TFXLQQIP84ZJ,live,2018-01-29 14:37:43.93547,1.8,0,approved
18,2018-01-29 14:55:06.193375,,,,,,f,,participant,18,3VELCLL3GLCP98L2LDL8KFZQTG6F14,18:3VELCLL3GLCP98L2LDL8KFZQTG6F14,32L724R85LD9D780HLXH0OYVD83IPS,live,2018-01-29 14:57:54.301674,1.8,0,approved
19,2018-01-29 15:01:58.601503,,,,,,f,,participant,19,3VW04L3ZLUZEZVXGS0C1LV3Y20HXX5,19:3VW04L3ZLUZEZVXGS0C1LV3Y20HXX5,35O6H0UNLS91F8ANFO93EJ8EZNRJ5J,live,2018-01-29 15:07:26.158043,1.8,0,approved
20,2018-01-29 15:14:42.110522,,,,,,f,,participant,20,3570Y55XZQCSDES08MYZGNAC1GGGY3,20:3570Y55XZQCSDES08MYZGNAC1GGGY3,38DCH97KHHVQ8UTLZGX6CU35VJEJQW,live,2018-01-29 15:23:24.270651,1.8,0,approved
22,2018-01-29 16:21:15.58849,,,,,,f,,participant,22,38SKSKU7R2QM96RWFV9C7RLW7E5LI9,22:38SKSKU7R2QM96RWFV9C7RLW7E5LI9,311HQEI8RS962RTAL3RM0XA09R07Z8,live,2018-01-29 16:29:40.968351,1.8,0,approved
21,2018-01-29 15:32:18.845474,,,,,,f,,participant,21,3X1FV8S5JYKB9KXV3BBF9O6IJZEVG9,21:3X1FV8S5JYKB9KXV3BBF9O6IJZEVG9,39O0SQZVJN0X007JBMX9EU810AGR7Y,live,2018-01-29 15:52:32.11609,1.8,0,approved
25,2018-01-29 17:00:36.281248,,,,,,f,,participant,25,3JPSL1DZ5TSXROBJFKXE3L12Z15AN1,25:3JPSL1DZ5TSXROBJFKXE3L12Z15AN1,3EN4YVUOUCLAHRUXLUSY62ZYSM3JXV,live,2018-01-29 17:10:45.72007,1.8,0,approved
23,2018-01-29 16:39:32.260039,,,,,,f,,participant,23,3Z7VU45IPZAVEPC2MPFFN7F85L5Z1H,23:3Z7VU45IPZAVEPC2MPFFN7F85L5Z1H,3XUSYT70ITUPHFOU8MHGUQHADVL0D3,live,2018-01-29 16:49:43.562983,1.8,0,approved
24,2018-01-29 16:51:12.500045,,,,,,f,,participant,24,3Z7ISHFUH1ODPPWNLAOU2H2GJRD8ZC,24:3Z7ISHFUH1ODPPWNLAOU2H2GJRD8ZC,3M67TQBQQHH9F29VO897X0AXVWI9AM,live,2018-01-29 16:58:20.567757,1.8,0,approved
26,2018-01-29 17:17:23.76002,,,,,,f,,participant,26,39K0FND3AI8R96QJ3JIEQ6C2UBWAM2,26:39K0FND3AI8R96QJ3JIEQ6C2UBWAM2,3R0WOCG21M25X10A6TV0JX5HTKPUD0,live,2018-01-29 17:25:48.193035,1.8,0,approved
27,2018-01-29 19:27:45.268365,,,,,,f,,participant,27,38YMOXR4MVSMRG8UH87PJZC7WUKW6P,27:38YMOXR4MVSMRG8UH87PJZC7WUKW6P,3VGZ74AYTG9CNRT1MSB8VCM8ZCZCGJ,live,2018-01-29 19:32:38.571062,1.8,0,approved
40,2018-01-30 03:31:27.344234,,,,,,f,,participant,40,3GNCZX450JGXU9NWVZA67A6XZIQAPL,40:3GNCZX450JGXU9NWVZA67A6XZIQAPL,3WYZV0QBFJ64Z8WLX2FH8EGLKHIBXQ,live,2018-01-30 04:23:57.293986,1.8,0,approved
55,2018-01-30 13:25:43.073277,,,,,,f,,participant,55,38BQUHLA9XTGBAKKD2NWR1W7JVEOMZ,55:38BQUHLA9XTGBAKKD2NWR1W7JVEOMZ,36GJS3V78VJZV5Z7WKSUIGZ3PX7GJ2,live,2018-01-30 13:29:00.4594,1.8,0,approved
59,2018-01-30 14:27:38.132098,,,,,,f,,participant,59,3OUYGIZWR8R1TWPE3XDDI4UKQXCP09,59:3OUYGIZWR8R1TWPE3XDDI4UKQXCP09,3C8QQOM6JPUJMMT2PT4AJ7PB8Z4ILY,live,2018-01-30 14:39:02.840864,1.8,0,approved
42,2018-01-30 04:37:33.855113,,,,,,f,,participant,42,3R2UR8A0IB9R5MJOR9P52IC5QZ7OXS,42:3R2UR8A0IB9R5MJOR9P52IC5QZ7OXS,3CIS7GGG65CAP7EA2O6KPFN2TWEUEH,live,2018-01-30 04:47:55.468483,1.8,0,approved
56,2018-01-30 13:36:09.636887,,,,,,f,,participant,56,3OWEPKL08A5F8MDL8HLUTUZCYWFN79,56:3OWEPKL08A5F8MDL8HLUTUZCYWFN79,3NBFJK3IOHBDWGQ4CXKZQCGPORHGOL,live,2018-01-30 13:46:00.727307,1.8,0,approved
43,2018-01-30 05:02:41.526457,,,,,,f,,participant,43,3HVVDCPGTFLWIJE6SMX6F6P1RDJYTV,43:3HVVDCPGTFLWIJE6SMX6F6P1RDJYTV,306W7JMRYYREK7VDPU3PSFZST8AB8J,live,2018-01-30 05:08:23.870033,1.8,0,approved
57,2018-01-30 13:49:27.787156,,,,,,f,,participant,57,3UWN2HHPUZY1RKXDWKJ5OLV8LATSN2,57:3UWN2HHPUZY1RKXDWKJ5OLV8LATSN2,3G4VVJO6PZ90J2YOHOITD4D85DUPKE,live,2018-01-30 14:01:55.314237,1.8,0,approved
46,2018-01-30 06:04:10.663832,,,,,,f,,participant,46,3OJSZ2ATDTPBIX7F4HP8ZDZQ7BR75F,46:3OJSZ2ATDTPBIX7F4HP8ZDZQ7BR75F,3LXX8KJXPW2YH63WYREPYVU2KDC9OB,live,2018-01-30 06:14:22.417367,1.8,0,approved
44,2018-01-30 05:26:27.421158,,,,,,f,,participant,44,3IAS3U3I0G96LCRIZFZQ68IA6RPB22,44:3IAS3U3I0G96LCRIZFZQ68IA6RPB22,3M47JKRKCXU8EVEIT3MHHZD0F7Z86V,live,2018-01-30 05:36:52.429468,1.8,0,approved
45,2018-01-30 05:38:06.233143,,,,,,f,,participant,45,3JRJSWSMQIETDXZLD6FLQQTNF243E7,45:3JRJSWSMQIETDXZLD6FLQQTNF243E7,360ZO6N6J1CAH3IKLBZC6R5XPDX9MW,live,2018-01-30 05:44:36.915351,1.8,0,approved
47,2018-01-30 06:40:45.502414,,,,,,f,,participant,47,3IHR8NYAM8UISK7FMY0FU7KX7944PG,47:3IHR8NYAM8UISK7FMY0FU7KX7944PG,3GONHBMNHVRPNU0XP9TBJF7Q4GMMZP,live,2018-01-30 06:51:51.992146,1.8,0,approved
48,2018-01-30 07:27:30.495178,,,,,,f,,participant,48,3L4D84MIL0LGILSC6SFER07P3FMHJH,48:3L4D84MIL0LGILSC6SFER07P3FMHJH,3JYPJ2TAYI1P3G6AGDRWXRL3XG3PF0,live,2018-01-30 07:33:47.803502,1.8,0,approved
49,2018-01-30 07:52:20.632433,,,,,,f,,participant,49,3DR23U6WE67YCEXFSLLC83XL91NET5,49:3DR23U6WE67YCEXFSLLC83XL91NET5,3X4Q1O9UBHFU3NF3JUG5KZ3WPNP7OY,live,2018-01-30 07:59:01.601709,1.8,0,approved
51,2018-01-30 11:09:23.180213,,,,,,f,,participant,51,3GDTJDAPVV4DQIX46LY0UF674Q18M7,51:3GDTJDAPVV4DQIX46LY0UF674Q18M7,34F34TZU7WS9GBR0X575GC52FDT2JU,live,2018-01-30 11:17:44.747664,1.8,0,approved
52,2018-01-30 12:21:06.656781,,,,,,f,,participant,52,3FE2ERCCZY1MWDHX5IFO85Q2O0LPOS,52:3FE2ERCCZY1MWDHX5IFO85Q2O0LPOS,3FK4G712NXTVKDROEEVPZV9T9Q5SS3,live,2018-01-30 12:30:57.431398,1.8,0,approved
53,2018-01-30 13:10:35.216009,,,,,,f,,participant,53,39N5ACM9HFGJPQDR3TW6BFVDT10P9F,53:39N5ACM9HFGJPQDR3TW6BFVDT10P9F,35NNO802AVP9AMWN16KPWZT0DU3NI4,live,2018-01-30 13:18:22.078927,1.8,0,approved
